# Constructed from biom file
#OTU ID	ERR4264700	ERR4264711	ERR4264748	ERR4264769	ERR4264780	ERR4264831
ed47ae05813e9fcc002e99fcbac314d1	0.0	0.0	229.0	0.0	0.0	0.0
410a8d44ae7e06df6c21e8fcc080c1e1	0.0	0.0	85.0	0.0	0.0	144.0
4529355384491422ce6e6b98363e36e3	79.0	54.0	76.0	7.0	11.0	0.0
fd0887872e89951a41489518f3c9c75b	14.0	8.0	103.0	13.0	10.0	77.0
35c3efa8f6e743639cc3ee6c84e0dc6f	0.0	203.0	0.0	6.0	3.0	10.0
caf3a0e0d11deb23d868e123b35de296	0.0	0.0	222.0	0.0	0.0	0.0
49bfbd623315326b6e71e9836e9f729d	24.0	0.0	0.0	155.0	0.0	37.0
c1315987d3e1bb51e80cd43716ebfb60	0.0	0.0	0.0	0.0	59.0	148.0
1266b79d74b706fc1e1122b01f51678b	8.0	96.0	0.0	0.0	0.0	101.0
359aaecaf9e6b8786cc12468247351c0	39.0	0.0	68.0	52.0	11.0	34.0
dd712e0ac96bd31a4f2ab7dcbc87fec5	169.0	0.0	0.0	0.0	0.0	33.0
f6590aadc02763f80f9229a6679f93d6	0.0	198.0	0.0	0.0	0.0	0.0
fdb1cd21134cd32f89d92a28c4fd7b62	0.0	185.0	0.0	0.0	5.0	6.0
5b4786ea5fc946db605202c173c46b37	0.0	194.0	0.0	0.0	0.0	0.0
248bb697dec24662fa666377b297f19d	0.0	0.0	0.0	193.0	0.0	0.0
7c34548f2ecfa3814c106e07148e7c49	0.0	130.0	0.0	61.0	0.0	0.0
51d5388ed1974ad38984003a079cb4b3	153.0	0.0	24.0	0.0	0.0	13.0
a702fa1a98871e62aba3624406fae31b	13.0	33.0	20.0	0.0	58.0	66.0
e9af8f566902bd7b55f318d1ffc205bd	0.0	38.0	0.0	0.0	0.0	152.0
17388db9f0d7a2a4605423647aa92e63	0.0	0.0	0.0	187.0	0.0	0.0
0b32d776dae1184bb80b13809f547311	0.0	0.0	0.0	187.0	0.0	0.0
27a999d919b9b5e3522912c7f0e5539a	7.0	164.0	0.0	0.0	15.0	0.0
10756d5747c5fb6ecd0c37b0e54bab29	184.0	0.0	0.0	0.0	0.0	0.0
a1da078f9a86b86642f85652d274430a	0.0	0.0	0.0	0.0	0.0	181.0
75d945f7ff8deb5216d3425a6e7d8c33	35.0	8.0	0.0	46.0	12.0	79.0
8f05227ec36baeb6bc790f16dbf2a4b9	112.0	47.0	0.0	0.0	0.0	20.0
1b67494465626cf88264c544d17e4fb5	148.0	21.0	0.0	9.0	0.0	0.0
7ada81521e35df89ff76fe604b5893e6	0.0	148.0	0.0	12.0	0.0	13.0
24a3fc2b1d960145b1d8025938df1f28	18.0	0.0	0.0	0.0	148.0	6.0
8931132e041a5e238c94ff4ca4710cac	0.0	0.0	122.0	0.0	49.0	0.0
7be20ab5575e77de265dba897f45b263	0.0	16.0	0.0	0.0	0.0	153.0
24ff5d08008d79e48c7ec69ba721681b	0.0	9.0	118.0	8.0	0.0	34.0
4e29949fbf33f687665c7ec95d0b1b26	133.0	30.0	0.0	0.0	5.0	0.0
f252c5d8f2677ee687aa869140fed41b	22.0	143.0	2.0	0.0	0.0	0.0
ba418eda459466506fc76728e183d26a	16.0	0.0	151.0	0.0	0.0	0.0
702add448b05e3087ea6cecea7dd90b4	29.0	12.0	19.0	0.0	63.0	41.0
1cf481e2b5389ee843f99f1b293cbb63	0.0	0.0	0.0	0.0	164.0	0.0
53a5b865b5bb75645889cf179bcf448b	116.0	0.0	0.0	0.0	0.0	47.0
103b9ed59e93b230e3f13d0b36830fa5	0.0	0.0	0.0	158.0	0.0	0.0
e0295cae7dc128647b4f172e7feeb247	0.0	0.0	0.0	0.0	0.0	158.0
5f370ac909321e883adcb4799b534ce9	67.0	38.0	17.0	0.0	9.0	26.0
898ad0f550e2cb366f5ba8d16d20e126	85.0	31.0	40.0	0.0	0.0	0.0
ce004866955e9d158d94b0bcb5a73bbc	7.0	0.0	0.0	113.0	31.0	0.0
0b76c0de45ebe2ad7502a0a5546699ca	0.0	93.0	0.0	0.0	0.0	56.0
dade8114bfcb8d14d1ce8f537a506481	20.0	52.0	0.0	0.0	76.0	0.0
3773a41b1b6b4ac28062c86a09661855	146.0	0.0	0.0	0.0	0.0	0.0
d85342d1d689420ee704cabe14e8ee22	0.0	8.0	38.0	100.0	0.0	0.0
56f1bb55e41b10107d0f80f015d60a35	0.0	0.0	0.0	0.0	141.0	5.0
f4b3a87cd74aa8c5ba82ed7bf2d47f94	49.0	50.0	46.0	0.0	0.0	0.0
9714eb019509cdee8ad9a4914fc3061b	0.0	0.0	0.0	0.0	144.0	0.0
9e5e3f49498ec9ae86c80f537773d75b	0.0	18.0	0.0	0.0	0.0	125.0
155aa1d5f32ca78bf5c18cb49a808387	0.0	0.0	0.0	143.0	0.0	0.0
d122a4f61d69781191ac190e011819b7	0.0	0.0	0.0	0.0	24.0	119.0
506d28cfb3bbe53b982f8491b90bbbba	15.0	0.0	127.0	0.0	0.0	0.0
ee413d3de0ec1b5e6443d85818684132	141.0	0.0	0.0	0.0	0.0	0.0
ec6c7e87106c1c574c810989be9cfa57	0.0	12.0	0.0	0.0	0.0	129.0
7f0fefa8f5552d0463383dbc7930d108	0.0	0.0	33.0	56.0	0.0	50.0
0ce2a3fd0f4f8221d6dd32bf49a70b8c	138.0	0.0	0.0	0.0	0.0	0.0
40ce64af3da7282a692b58d0f32a53d6	0.0	95.0	0.0	0.0	42.0	0.0
ecc4ccbb145953692f962238d45a0cdd	52.0	0.0	0.0	0.0	83.0	0.0
47d283a3f15b9959df96af278d4c35d4	107.0	26.0	0.0	0.0	0.0	0.0
94de5fec33bdfa9dbf8978bffb20af1c	0.0	0.0	0.0	0.0	133.0	0.0
1fad553270ac8a009c9194c0a7510e43	0.0	0.0	0.0	0.0	133.0	0.0
73026c99b1d6907a5b1e43791d70eca0	0.0	0.0	0.0	0.0	0.0	133.0
e4c99e6273731690f9044259ab0e057d	32.0	13.0	10.0	0.0	62.0	14.0
7b15b9e664efe5d1d7326e735b30bc1d	0.0	121.0	0.0	0.0	0.0	8.0
22ba3837e752f39d6cee7bdd0ac2ccc4	60.0	0.0	0.0	0.0	0.0	68.0
efb479efabdd8e15a1bd9fe2601a41a7	17.0	0.0	110.0	0.0	0.0	0.0
f437f4e27d6d165bc8d5bf46d458f3b5	0.0	127.0	0.0	0.0	0.0	0.0
ca613d8e3799e1ecc0fafa9d4a64b905	0.0	0.0	0.0	127.0	0.0	0.0
0f9295744170f03f0446812dee684099	0.0	0.0	0.0	0.0	99.0	28.0
7fbec1891bc2410d51d81b20d2224363	14.0	21.0	0.0	0.0	11.0	80.0
68cd76d417dcd3290eed82e786d664b5	0.0	0.0	0.0	35.0	72.0	19.0
50649f5e0e5029b0f0582308f39e5ced	71.0	54.0	0.0	0.0	0.0	0.0
c01510bff7b77875a8b1558ee4d6530d	13.0	16.0	27.0	0.0	69.0	0.0
757a042f9f648bb44952a148b9959c60	0.0	124.0	0.0	0.0	0.0	0.0
b2613e86da65aaa92a5bf613bd75daab	0.0	0.0	0.0	124.0	0.0	0.0
d2acbe6dce762460e41f6fec1c7fdc29	41.0	33.0	31.0	17.0	0.0	1.0
e1a87f713ce13cc4896923f4e987b5c4	79.0	43.0	0.0	0.0	0.0	0.0
3c39daa610c596bff1e8ca9eb2540562	60.0	48.0	5.0	0.0	9.0	0.0
2759b4a379dfc197f0760a9ed0d0c18d	0.0	0.0	0.0	121.0	0.0	0.0
ede0ef73350bd4109ff197bd6aec5072	97.0	0.0	0.0	0.0	6.0	17.0
1d25760ec8faafff7ae7f9edb2149053	51.0	60.0	0.0	7.0	0.0	0.0
51385ffe46fb585a7a3ee9386b4df494	32.0	0.0	17.0	0.0	51.0	18.0
aaa01563134803eee15ae33a8c0c9a7c	0.0	0.0	0.0	0.0	107.0	9.0
f0d5188dc43f29de653766516adcdd51	0.0	0.0	33.0	0.0	0.0	82.0
e2da7751b2818d04c68f6800c7ce4ba1	0.0	0.0	0.0	115.0	0.0	0.0
c503f63f83ae72fb92f2ddd39eb10e57	0.0	0.0	0.0	0.0	0.0	115.0
30ec7dedb7d627c4b894171225c73af1	0.0	0.0	0.0	0.0	0.0	115.0
0221b5f6e69ac8c9777c04660237dd6c	0.0	0.0	0.0	105.0	0.0	9.0
7b7c4503158570b86856d4ceaca58ba4	5.0	11.0	0.0	60.0	0.0	34.0
5e706ad80c90b9e5124e659dd1647925	0.0	0.0	0.0	93.0	0.0	17.0
6ff16c53b14f4e4259733d82dc4a1286	0.0	0.0	0.0	22.0	58.0	30.0
2a545ded8e980d5423a9a620b1d2a6b0	0.0	0.0	0.0	0.0	110.0	0.0
9e2f404834baa9d7fd2ab7b59412e08e	0.0	0.0	0.0	0.0	110.0	0.0
8799da5716ada157ad3a89160e2307d0	109.0	0.0	0.0	0.0	0.0	0.0
8f708cc5b985e7ff7faff62ea3107447	8.0	0.0	0.0	101.0	0.0	0.0
1fd06619423d1a531ed099196d5d8b9d	69.0	37.0	0.0	0.0	0.0	0.0
bd6c70962d1da88bf9aaf750e3d2b702	51.0	21.0	19.0	0.0	0.0	13.0
dc557ede5fb6f2935225595a90cdcd1e	0.0	0.0	0.0	104.0	0.0	0.0
6ec30a16939c59fa2a0affe027cbf197	60.0	13.0	19.0	0.0	0.0	11.0
1af89e0412a7ff7bb73ad842ace8022c	55.0	34.0	9.0	5.0	0.0	0.0
4b863a31878c57fc4e65004a493bef91	4.0	0.0	0.0	0.0	99.0	0.0
968c7037c10b379ea7a65a18c48d4afe	0.0	11.0	16.0	0.0	57.0	18.0
bb8d7dea5b8d68c017a276447ec59ed0	0.0	0.0	73.0	0.0	0.0	28.0
6bbce9d0e9f28318a54c1e63f8203010	0.0	100.0	0.0	0.0	0.0	0.0
91dc84ebadabc9153b19cf300cbfa59b	37.0	62.0	0.0	0.0	0.0	0.0
22735f04e92c7dca38ca47493a9143c0	12.0	0.0	0.0	0.0	0.0	87.0
a5a42edad49033b9cfc3bdb8be84cd17	15.0	83.0	0.0	0.0	0.0	0.0
8c6dbda39e9097e9469d7a025419c86e	15.0	8.0	12.0	0.0	22.0	41.0
ff7008e0758ad4e31fc71663fead0d80	0.0	23.0	9.0	0.0	0.0	66.0
fe02e05aeaa3f13b9ae9786974f188ef	49.0	41.0	0.0	7.0	0.0	0.0
7e0ee986a31426afc6d9b040f73a0d0e	13.0	0.0	8.0	42.0	13.0	21.0
ff967c84335d334bd6b323fb77ad8b47	0.0	82.0	15.0	0.0	0.0	0.0
33293645f9eb30e4f12c3b1e0f4dd7f9	0.0	0.0	41.0	0.0	0.0	56.0
82dad47db896f1218ebda40d9d25e067	0.0	0.0	0.0	4.0	79.0	14.0
4fef1327aaef4e7b051e279bb643dd1c	0.0	0.0	0.0	0.0	0.0	97.0
b95d24ab5044594126d5605cfd8a62a3	0.0	92.0	0.0	4.0	0.0	0.0
6b3403fe756260cbc9684b47e9b9e33d	10.0	0.0	0.0	67.0	0.0	18.0
4e38f448fb4074ba65238db419b088f2	0.0	95.0	0.0	0.0	0.0	0.0
46ce5b47e91a563ed858ab982a84fe74	0.0	0.0	0.0	95.0	0.0	0.0
f1d10bfa443393cfe67263894c84e566	0.0	0.0	0.0	95.0	0.0	0.0
8178d5d8e250dbed2fc487e5f913b541	41.0	15.0	0.0	0.0	0.0	38.0
0f89cb035ff903860921f306c729a5af	0.0	34.0	0.0	23.0	0.0	37.0
06ae3e21cfc75b605f794078fd8f15d1	39.0	0.0	54.0	0.0	0.0	0.0
55cfc0bf6fa7469f85a898b519b332d0	0.0	93.0	0.0	0.0	0.0	0.0
1ba3a583792e88f959bcb32cdea16125	0.0	0.0	93.0	0.0	0.0	0.0
935caa621b418a34efb763c13b1fb922	0.0	0.0	83.0	0.0	10.0	0.0
f228b261034ed3132f22be4dbe813853	0.0	0.0	0.0	78.0	0.0	15.0
47f38d925c45a8fc011cb723b3a351ee	0.0	0.0	0.0	0.0	93.0	0.0
3449ea22d20952fa915226033e2e0501	0.0	0.0	0.0	0.0	93.0	0.0
6cf9377cac40b1f3400cf708e908ae0e	51.0	19.0	17.0	0.0	0.0	5.0
88789b927f0d3a469f6c850dd17c2ac7	0.0	92.0	0.0	0.0	0.0	0.0
0de3c7402ee9d15791da478c13d72ab7	0.0	0.0	91.0	0.0	0.0	0.0
c12e33a0a9682c774dca5456b2a5fa7c	0.0	0.0	0.0	0.0	7.0	83.0
c6815eda54f53ee84744f4b650fa2bbd	16.0	0.0	0.0	0.0	73.0	0.0
f95678bf3ae57b7cf7244e0227d2435e	0.0	0.0	89.0	0.0	0.0	0.0
9902c2b6666615161fcece2798b4125c	0.0	0.0	0.0	89.0	0.0	0.0
5d7b55b97146c123bf9a167c451d2dfb	0.0	0.0	0.0	0.0	0.0	89.0
1c677c1a0c1e42f1cce2457bdcbd61de	88.0	0.0	0.0	0.0	0.0	0.0
c93cc5dae1c62ab91437fb07982e6226	0.0	48.0	0.0	0.0	40.0	0.0
d79d0efa1fc1ecc40aaa819110fe2591	0.0	0.0	14.0	46.0	0.0	28.0
da9a9dbda2b63a35ed52b64ce95064f3	39.0	32.0	0.0	6.0	0.0	10.0
ebfcdb5d1d46791c8451ca30edb1be0c	0.0	0.0	0.0	63.0	24.0	0.0
4745dee3b51c9f111d4510b3fdc13cbe	11.0	0.0	8.0	0.0	0.0	67.0
32fbb97e33cc9370d8a9403e13fa6806	0.0	0.0	86.0	0.0	0.0	0.0
0175019fceb46e4dfa3724980a801132	0.0	0.0	0.0	59.0	27.0	0.0
33eeb8ddcd26260d34463e97097c8f8a	0.0	0.0	0.0	0.0	86.0	0.0
3335d92b53238f09cf7197bcadc6f4d8	26.0	59.0	0.0	0.0	0.0	0.0
82868ee0da62bba6ce6ab99d271a5d30	0.0	0.0	0.0	0.0	0.0	85.0
87b094a577efbdc5727a753a93583820	75.0	0.0	0.0	0.0	0.0	9.0
eccab839a45edd87251e3c3f36b9001b	39.0	0.0	34.0	0.0	0.0	11.0
6a944d37077f27b658d6feb71f49b177	0.0	0.0	0.0	84.0	0.0	0.0
2289a7de6743b502bae2a1fa5e5962c0	0.0	0.0	0.0	0.0	84.0	0.0
